path,filename,label,label_id,hash,split
/content/drive/MyDrive/ML/dataset/tight/08186_00.jpg,08186_00.jpg,tight,0,4a0750f760b96899106157ce331b9490,train
/content/drive/MyDrive/ML/dataset/oversized/07677_00.jpg,07677_00.jpg,oversized,2,ead860779a502dc127836be8f0f00484,train
/content/drive/MyDrive/ML/dataset/oversized/01048_00.jpg,01048_00.jpg,oversized,2,c0519258d2ab15e1d7d1192a8163254b,train
/content/drive/MyDrive/ML/dataset/oversized/10062_00.jpg,10062_00.jpg,oversized,2,71e5e7b2938a18c0ba55bc8b9e8c2ec2,train
/content/drive/MyDrive/ML/dataset/oversized/13535_00.jpg,13535_00.jpg,oversized,2,513e77835ff5dc30487501dbec3cb37e,train
/content/drive/MyDrive/ML/dataset/tight/06051_00.jpg,06051_00.jpg,tight,0,b1009eb14ab5de865bd99be72b69de33,train
/content/drive/MyDrive/ML/dataset/oversized/12972_00.jpg,12972_00.jpg,oversized,2,1b69d746ba22a9b635c26abcbe52e197,train
/content/drive/MyDrive/ML/dataset/regular/05247_00.jpg,05247_00.jpg,regular,1,440345a387462a56f2cf2a41db4d83aa,train
/content/drive/MyDrive/ML/dataset/regular/08879_00.jpg,08879_00.jpg,regular,1,9cab5c05c904f34e31f4a6d951de0c92,train
/content/drive/MyDrive/ML/dataset/regular/02199_00.jpg,02199_00.jpg,regular,1,a619bc28d73e4c01cfee9a05526a45c1,train
/content/drive/MyDrive/ML/dataset/tight/07421_00.jpg,07421_00.jpg,tight,0,2b479497af7d5aebe4826be5c435ee19,train
/content/drive/MyDrive/ML/dataset/tight/04529_00.jpg,04529_00.jpg,tight,0,d6171f7916c075769505b33ee025111c,train
/content/drive/MyDrive/ML/dataset/regular/03844_00.jpg,03844_00.jpg,regular,1,f5984b7f77cf7813e0f69db163d2b845,train
/content/drive/MyDrive/ML/dataset/oversized/01137_00.jpg,01137_00.jpg,oversized,2,c7ad89fb253826d5e19a5ad201310e21,train
/content/drive/MyDrive/ML/dataset/tight/00709_00.jpg,00709_00.jpg,tight,0,88566773cd2dab07add6c7a89dfd905b,train
/content/drive/MyDrive/ML/dataset/regular/06494_00.jpg,06494_00.jpg,regular,1,8a21a106f0410062114c682138e0dac1,train
/content/drive/MyDrive/ML/dataset/oversized/00047_00.jpg,00047_00.jpg,oversized,2,43d6686c45640ea4214201cead19e60e,train
/content/drive/MyDrive/ML/dataset/tight/04821_00.jpg,04821_00.jpg,tight,0,752dcc94d45abf388f155a124c5db62f,train
/content/drive/MyDrive/ML/dataset/oversized/09681_00.jpg,09681_00.jpg,oversized,2,9f081a84bf500781e3adf095999a7434,train
/content/drive/MyDrive/ML/dataset/oversized/00018_00.jpg,00018_00.jpg,oversized,2,e4163c24bdd6810bd7e99ec655ec7227,train
/content/drive/MyDrive/ML/dataset/tight/05549_00.jpg,05549_00.jpg,tight,0,95833cd60d4723bd6673ea1bbc2791c2,train
/content/drive/MyDrive/ML/dataset/regular/01928_00.jpg,01928_00.jpg,regular,1,0910c0360972d6c01862833f07024218,train
/content/drive/MyDrive/ML/dataset/regular/06387_00.jpg,06387_00.jpg,regular,1,2078cf3a06d1789952b0f187040a287f,train
/content/drive/MyDrive/ML/dataset/regular/02537_00.jpg,02537_00.jpg,regular,1,c46cdad239c13335f95dc87707b2c22f,train
/content/drive/MyDrive/ML/dataset/regular/03366_00.jpg,03366_00.jpg,regular,1,da940b2f55792d18293b3bf6003f2ce6,train
/content/drive/MyDrive/ML/dataset/tight/09018_00.jpg,09018_00.jpg,tight,0,e1b30d653e4314d9d53a6691d07f8f73,train
/content/drive/MyDrive/ML/dataset/oversized/14660_00.jpg,14660_00.jpg,oversized,2,6b55054f380e492962a08ed57162080c,train
/content/drive/MyDrive/ML/dataset/tight/05095_00.jpg,05095_00.jpg,tight,0,274226206a05240b376130dfcee1725a,train
/content/drive/MyDrive/ML/dataset/regular/01169_00.jpg,01169_00.jpg,regular,1,3cf308ca94461ad746943355da0306a7,train
/content/drive/MyDrive/ML/dataset/tight/02372_00.jpg,02372_00.jpg,tight,0,374ba7a444b76c269c7b821ffc7af5b0,train
/content/drive/MyDrive/ML/dataset/oversized/08458_00.jpg,08458_00.jpg,oversized,2,6513586e1b254f2bc452faded138152a,train
/content/drive/MyDrive/ML/dataset/oversized/01140_00.jpg,01140_00.jpg,oversized,2,e71aa7c8ef3cd581ed627833b57bc59e,train
/content/drive/MyDrive/ML/dataset/regular/01827_00.jpg,01827_00.jpg,regular,1,aa80eae3b002ee89bb310412388c8200,train
/content/drive/MyDrive/ML/dataset/oversized/10576_00.jpg,10576_00.jpg,oversized,2,e6f2204b0e3d1ba3dab8857ec1ffb4e2,train
/content/drive/MyDrive/ML/dataset/tight/07637_00.jpg,07637_00.jpg,tight,0,975b5f2479943c8680e82d1fc11448ac,train
/content/drive/MyDrive/ML/dataset/oversized/05441_00.jpg,05441_00.jpg,oversized,2,c3a85188cf04c1251782396f7dffee32,train
/content/drive/MyDrive/ML/dataset/tight/08072_00.jpg,08072_00.jpg,tight,0,665207e874eddd2f8009727d24286c0b,train
/content/drive/MyDrive/ML/dataset/tight/04075_00.jpg,04075_00.jpg,tight,0,7a086d739ddb1fba14c42e27d517a0a5,train
/content/drive/MyDrive/ML/dataset/regular/02432_00.jpg,02432_00.jpg,regular,1,94646fc71ec9435200fd475d2908b76d,train
/content/drive/MyDrive/ML/dataset/oversized/03325_00.jpg,03325_00.jpg,oversized,2,581667a409f3d42741dd9bbd154a9bc6,train
/content/drive/MyDrive/ML/dataset/tight/03890_00.jpg,03890_00.jpg,tight,0,02e0c1197252c2916bf4709effb7650f,train
/content/drive/MyDrive/ML/dataset/tight/04577_00.jpg,04577_00.jpg,tight,0,9ae745577be03083191c68fca80fa691,train
/content/drive/MyDrive/ML/dataset/oversized/03428_00.jpg,03428_00.jpg,oversized,2,914d5be8b205e603601a33fba06b1123,train
/content/drive/MyDrive/ML/dataset/tight/02527_00.jpg,02527_00.jpg,tight,0,16532545701f8da48b16b60a01cded28,train
/content/drive/MyDrive/ML/dataset/regular/00006_00.jpg,00006_00.jpg,regular,1,895641f0f58964d090aebf9c5dd993e9,train
/content/drive/MyDrive/ML/dataset/tight/07532_00.jpg,07532_00.jpg,tight,0,913bfe7fe177b29b4dc51d357a5f873c,train
/content/drive/MyDrive/ML/dataset/oversized/13468_00.jpg,13468_00.jpg,oversized,2,191a5f968cc6e8c225249ec19f513800,train
/content/drive/MyDrive/ML/dataset/tight/02364_00.jpg,02364_00.jpg,tight,0,a56df2897a18655e0bdc67d9f69c1b33,train
/content/drive/MyDrive/ML/dataset/tight/07353_00.jpg,07353_00.jpg,tight,0,061401daa343ce94fbb44c61a20c0630,train
/content/drive/MyDrive/ML/dataset/regular/02345_00.jpg,02345_00.jpg,regular,1,a5eb0c133359b705596cb593727031e3,train
/content/drive/MyDrive/ML/dataset/tight/06128_00.jpg,06128_00.jpg,tight,0,8b4986d30a0319b7be200d9e5f9e6989,train
/content/drive/MyDrive/ML/dataset/regular/01503_00.jpg,01503_00.jpg,regular,1,4a0fbe4b291fbd1578cb0cb5351a850c,train
/content/drive/MyDrive/ML/dataset/oversized/00790_00.jpg,00790_00.jpg,oversized,2,01532ab8945e8881237d8def81e7ead3,train
/content/drive/MyDrive/ML/dataset/regular/09382_00.jpg,09382_00.jpg,regular,1,3a1f4d149489fc56193f3a0c6e90dfe8,train
/content/drive/MyDrive/ML/dataset/oversized/05171_00.jpg,05171_00.jpg,oversized,2,b015abbdbde49d9f3ca8e3eab5c73cd1,train
/content/drive/MyDrive/ML/dataset/regular/01374_00.jpg,01374_00.jpg,regular,1,f1ca2204e7e7115a42b406d01dd28d72,train
